student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,total_score,full_name,Performance
250,Carmita,Ewestace,22,cewestace6x@etsy.com,SOUTH KOREA,30,60,68,52,Carmita Ewestace,Average
251,Arv,Sallier,24,asallier6y@cargocollective.com,PHILIPPINES,8,97,30,45,Arv Sallier,Average
252,Gwenneth,Poytress,24,gpoytress6z@sourceforge.net,CZECH REPUBLIC,90,54,99,81,Gwenneth Poytress,Excellent
253,Tammie,Ferroni,22,tferroni70@miibeian.gov.cn,SWEDEN,60,23,29,37,Tammie Ferroni,Poor
254,Blake,Minci,22,bminci71@senate.gov,CHINA,64,95,71,76,Blake Minci,Good
255,Oralia,Hankinson,19,ohankinson72@example.com,INDONESIA,91,24,62,59,Oralia Hankinson,Average
256,Caryl,Cannon,19,ccannon73@skyrock.com,PORTUGAL,2,34,71,35,Caryl Cannon,Poor
257,Freddy,Pilfold,20,fpilfold74@auda.org.au,CUBA,56,69,71,65,Freddy Pilfold,Good
258,Brock,Farenden,19,bfarenden75@istockphoto.com,CHINA,83,70,95,82,Brock Farenden,Excellent
259,Yardley,Highwood,23,yhighwood76@statcounter.com,FINLAND,3,79,46,42,Yardley Highwood,Average
260,Phylis,Cranstone,20,pcranstone77@cdc.gov,RUSSIA,81,41,25,49,Phylis Cranstone,Average
261,Merola,Jeary,18,mjeary78@google.com,INDONESIA,94,13,5,37,Merola Jeary,Poor
262,Jude,Van der Hoeven,23,jvanderhoeven79@google.co.jp,INDONESIA,78,27,88,64,Jude Van der Hoeven,Good
263,Hurley,Frantsev,22,hfrantsev7a@networkadvertising.org,PHILIPPINES,31,70,53,51,Hurley Frantsev,Average
264,Marris,Driver,23,mdriver7b@free.fr,BRAZIL,1,68,62,43,Marris Driver,Average
265,Cari,Gladman,21,cgladman7c@bigcartel.com,PORTUGAL,77,94,61,77,Cari Gladman,Good
266,Amalee,Sancraft,20,asancraft7d@last.fm,AZERBAIJAN,44,49,85,59,Amalee Sancraft,Average
267,Aprilette,Tejero,23,atejero7e@e-recht24.de,CHINA,17,27,1,15,Aprilette Tejero,Poor
268,Winonah,Simao,21,wsimao7f@nhs.uk,CHINA,21,52,26,33,Winonah Simao,Poor
269,Justinian,Hearons,20,jhearons7g@etsy.com,CHINA,93,23,75,63,Justinian Hearons,Good
270,Stacee,Standell,20,sstandell7h@xrea.com,INDONESIA,16,85,84,61,Stacee Standell,Good
271,Chet,Worlock,25,cworlock7i@japanpost.jp,INDONESIA,18,65,62,48,Chet Worlock,Average
272,Karlan,Layborn,23,klayborn7j@deviantart.com,AFGHANISTAN,37,98,18,51,Karlan Layborn,Average
273,Roselle,Filipson,21,rfilipson7k@rambler.ru,PHILIPPINES,67,41,55,54,Roselle Filipson,Average
274,Konrad,Powderham,21,kpowderham7l@themeforest.net,ESTONIA,70,25,85,60,Konrad Powderham,Good
275,Angy,Lashbrook,20,alashbrook7m@google.fr,UNITED STATES,35,69,66,56,Angy Lashbrook,Average
276,Jerad,Peatt,22,jpeatt7n@census.gov,PHILIPPINES,82,18,51,50,Jerad Peatt,Average
277,Hally,Loveman,18,hloveman7o@arizona.edu,TAIWAN,32,71,52,51,Hally Loveman,Average
278,Mickey,Bryceson,21,mbryceson7p@unc.edu,PERU,57,21,51,43,Mickey Bryceson,Average
279,Arthur,Don,22,adon7q@tripadvisor.com,CHINA,38,33,87,52,Arthur Don,Average
280,Dix,Zink,18,dzink7r@japanpost.jp,SOMALIA,35,18,26,26,Dix Zink,Poor
281,Pearline,Studdert,24,pstuddert7s@g.co,RUSSIA,53,43,33,43,Pearline Studdert,Average
282,Horacio,Trayes,20,htrayes7t@zdnet.com,UNITED STATES,26,34,6,22,Horacio Trayes,Poor
283,Waneta,Ickov,20,wickov7u@fema.gov,PHILIPPINES,0,40,18,19,Waneta Ickov,Poor
284,Margaretta,Lissemore,22,mlissemore7v@youtube.com,CHINA,9,96,89,64,Margaretta Lissemore,Good
285,Stanislaus,Bennison,19,sbennison7w@ocn.ne.jp,PHILIPPINES,96,71,12,59,Stanislaus Bennison,Average
286,Lil,Crips,21,lcrips7x@vistaprint.com,COLOMBIA,18,3,64,28,Lil Crips,Poor
287,Andreana,Beale,23,abeale7y@free.fr,INDONESIA,72,5,35,37,Andreana Beale,Poor
288,Grata,Garnett,23,ggarnett7z@about.me,ARGENTINA,16,49,48,37,Grata Garnett,Poor
289,Josephina,Grayshan,20,jgrayshan80@home.pl,PHILIPPINES,69,92,11,57,Josephina Grayshan,Average
290,Casar,Chantillon,20,cchantillon81@privacy.gov.au,SWEDEN,84,47,34,55,Casar Chantillon,Average
291,Lucilia,Le-Good,23,llegood82@hao123.com,ALBANIA,0,3,95,32,Lucilia Le-Good,Poor
292,Ardine,Benoit,22,abenoit83@wikia.com,COLOMBIA,59,45,86,63,Ardine Benoit,Good
293,Marylou,Antosik,21,mantosik84@admin.ch,UKRAINE,61,25,18,34,Marylou Antosik,Poor
294,Bron,Simmank,24,bsimmank85@state.gov,UKRAINE,38,37,98,57,Bron Simmank,Average
295,Timotheus,Florio,21,tflorio86@google.com.au,BRAZIL,53,8,27,29,Timotheus Florio,Poor
296,Ty,Merrall,19,tmerrall87@ucoz.com,FRANCE,36,86,46,56,Ty Merrall,Average
297,Jobi,Philpot,19,jphilpot88@opera.com,CROATIA,60,39,4,34,Jobi Philpot,Poor
298,Giulio,Endon,20,gendon89@posterous.com,POLAND,31,24,44,33,Giulio Endon,Poor
299,Alma,Collopy,24,acollopy8a@smh.com.au,INDONESIA,7,69,67,47,Alma Collopy,Average
300,Doroteya,Jantet,19,djantet8b@answers.com,ISRAEL,79,1,100,60,Doroteya Jantet,Good
301,Benyamin,Troup,24,btroup8c@disqus.com,FRANCE,27,46,80,51,Benyamin Troup,Average
302,Babara,Beldon,18,bbeldon8d@elegantthemes.com,UNITED STATES,38,13,38,29,Babara Beldon,Poor
303,Moyra,Wagen,23,mwagen8e@plala.or.jp,PORTUGAL,64,14,45,41,Moyra Wagen,Average
304,Gleda,Scorton,24,gscorton8f@reuters.com,SPAIN,98,14,88,66,Gleda Scorton,Good
305,Fritz,Tupp,24,ftupp8g@etsy.com,FRANCE,82,25,97,68,Fritz Tupp,Good
306,Camila,Scotter,24,cscotter8h@sitemeter.com,JAPAN,94,90,6,63,Camila Scotter,Good
307,Ciel,Fippe,22,cfippe8i@nasa.gov,INDONESIA,84,24,5,37,Ciel Fippe,Poor
308,Jeramie,Parriss,25,jparriss8j@exblog.jp,CHINA,49,4,50,34,Jeramie Parriss,Poor
309,Giuditta,Havik,22,ghavik8k@google.com.au,ALBANIA,34,54,83,57,Giuditta Havik,Average
310,Kylen,Dean,24,kdean8l@businessweek.com,JAPAN,15,57,2,24,Kylen Dean,Poor
311,Benoit,Calderonello,25,bcalderonello8m@discuz.net,CHINA,89,33,21,47,Benoit Calderonello,Average
312,Samara,Hemphall,19,shemphall8n@epa.gov,PHILIPPINES,58,0,61,39,Samara Hemphall,Poor
313,Engelbert,Turney,19,eturney8o@ted.com,MEXICO,51,86,84,73,Engelbert Turney,Good
314,Donaugh,Anstice,23,danstice8p@hhs.gov,CHINA,54,19,58,43,Donaugh Anstice,Average
315,Cole,Deverick,18,cdeverick8q@washingtonpost.com,DOMINICAN REPUBLIC,37,38,42,39,Cole Deverick,Poor
316,Peria,Stoves,22,pstoves8r@unicef.org,COSTA RICA,32,72,33,45,Peria Stoves,Average
317,Meryl,Klugel,20,mklugel8s@ebay.co.uk,CHINA,82,1,19,34,Meryl Klugel,Poor
318,Dewain,Siehard,22,dsiehard8t@irs.gov,CHINA,10,89,16,38,Dewain Siehard,Poor
319,Marianne,Mulbry,19,mmulbry8u@exblog.jp,CHILE,37,42,43,40,Marianne Mulbry,Average
320,Babbie,Laydel,22,blaydel8v@utexas.edu,POLAND,87,35,22,48,Babbie Laydel,Average
321,Desiree,Hamlett,22,dhamlett8w@chron.com,ETHIOPIA,21,74,85,60,Desiree Hamlett,Good
322,Annadiane,Antonov,18,aantonov8x@globo.com,INDONESIA,26,17,46,29,Annadiane Antonov,Poor
323,Stanford,Greader,23,sgreader8y@skype.com,CHINA,36,87,25,49,Stanford Greader,Average
324,Jerrie,Rackstraw,23,jrackstraw8z@bluehost.com,BRAZIL,70,61,63,64,Jerrie Rackstraw,Good
325,Byrom,Verheijden,21,bverheijden90@bandcamp.com,POLAND,40,28,48,38,Byrom Verheijden,Poor
326,Nikolai,Headingham,21,nheadingham91@imdb.com,POLAND,14,67,30,37,Nikolai Headingham,Poor
327,Minerva,McKenney,22,mmckenney92@example.com,SWEDEN,11,62,31,34,Minerva McKenney,Poor
328,Isabelle,Johnsson,25,ijohnsson93@typepad.com,RUSSIA,8,7,57,24,Isabelle Johnsson,Poor
329,Braden,Newcomen,24,bnewcomen94@soundcloud.com,BRAZIL,60,72,35,55,Braden Newcomen,Average
330,Willie,Kilpatrick,22,wkilpatrick95@hp.com,PORTUGAL,9,3,78,30,Willie Kilpatrick,Poor
331,Nettie,Sparsholt,25,nsparsholt96@printfriendly.com,CZECH REPUBLIC,76,87,59,74,Nettie Sparsholt,Good
332,Olympe,Hartill,22,ohartill97@vistaprint.com,PORTUGAL,71,91,87,83,Olympe Hartill,Excellent
333,Lorrie,Dace,25,ldace98@netlog.com,SERBIA,49,100,74,74,Lorrie Dace,Good
334,Antonetta,Atkins,23,aatkins99@xing.com,UKRAINE,67,3,82,50,Antonetta Atkins,Average
335,Mandel,Whyte,23,mwhyte9a@blogspot.com,MAURITIUS,11,49,69,43,Mandel Whyte,Average
336,Inger,Twiddell,18,itwiddell9b@tumblr.com,FRANCE,9,9,89,35,Inger Twiddell,Poor
337,Dede,Melmar,23,dmelmar9c@yellowbook.com,MEXICO,98,10,78,62,Dede Melmar,Good
338,Ebenezer,Isakovitch,23,eisakovitch9d@ucoz.com,COLOMBIA,34,43,15,30,Ebenezer Isakovitch,Poor
339,Zuzana,Meek,21,zmeek9e@earthlink.net,GEORGIA,64,91,26,60,Zuzana Meek,Good
340,Kelly,Roseby,20,kroseby9f@tamu.edu,PERU,68,36,66,56,Kelly Roseby,Average
341,Rachele,Ianitti,25,rianitti9g@europa.eu,PHILIPPINES,89,47,89,75,Rachele Ianitti,Good
342,Rodrique,Madgewick,20,rmadgewick9h@woothemes.com,PHILIPPINES,69,44,92,68,Rodrique Madgewick,Good
343,Helsa,Cockill,21,hcockill9i@opera.com,VENEZUELA,98,58,6,54,Helsa Cockill,Average
344,Locke,Bruhnke,18,lbruhnke9j@lulu.com,PERU,4,73,85,54,Locke Bruhnke,Average
345,Ambrose,Temprell,18,atemprell9k@ezinearticles.com,POLAND,37,10,72,39,Ambrose Temprell,Poor
346,Iseabal,Bendall,23,ibendall9l@usgs.gov,CHINA,22,76,5,34,Iseabal Bendall,Poor
347,Halsey,Sanham,25,hsanham9m@blogs.com,UNITED STATES,96,36,4,45,Halsey Sanham,Average
348,Julianne,Garfit,19,jgarfit9n@bbc.co.uk,ESTONIA,31,13,81,41,Julianne Garfit,Average
349,Cecil,Abberley,20,cabberley9o@e-recht24.de,PORTUGAL,22,65,42,43,Cecil Abberley,Average
350,Martica,Davidi,19,mdavidi9p@google.com.hk,CHINA,82,56,99,79,Martica Davidi,Good
351,Caterina,Harriott,19,charriott9q@google.de,PERU,23,91,35,49,Caterina Harriott,Average
352,Shana,Winsbury,22,swinsbury9r@nps.gov,CHINA,82,7,58,49,Shana Winsbury,Average
353,Saunderson,McNess,19,smcness9s@cpanel.net,UKRAINE,99,53,57,69,Saunderson McNess,Good
354,Nickolai,Thurber,19,nthurber9t@amazon.co.jp,PHILIPPINES,32,27,58,39,Nickolai Thurber,Poor
355,Patsy,Saich,22,psaich9u@zimbio.com,RUSSIA,74,68,31,57,Patsy Saich,Average
356,Jasun,Lascell,25,jlascell9v@geocities.jp,SPAIN,5,80,49,44,Jasun Lascell,Average
357,Lilia,Wilne,22,lwilne9w@com.com,BANGLADESH,13,48,81,47,Lilia Wilne,Average
358,Jilly,Caddock,18,jcaddock9x@sohu.com,THAILAND,99,23,15,45,Jilly Caddock,Average
359,Manolo,Benz,21,mbenz9y@skype.com,CHINA,61,59,76,65,Manolo Benz,Good
360,Holli,Schonfeld,23,hschonfeld9z@reddit.com,CHINA,47,45,69,53,Holli Schonfeld,Average
361,Golda,Flather,23,gflathera0@xing.com,INDONESIA,18,75,71,54,Golda Flather,Average
362,Carline,Bremmell,23,cbremmella1@admin.ch,FRANCE,63,32,38,44,Carline Bremmell,Average
363,Bibbie,Saffer,23,bsaffera2@icio.us,CHINA,65,9,27,33,Bibbie Saffer,Poor
364,Fredi,Shailer,22,fshailera3@cdc.gov,PORTUGAL,4,2,71,25,Fredi Shailer,Poor
365,Nikolaos,Runchman,24,nrunchmana4@mapy.cz,PORTUGAL,89,55,21,55,Nikolaos Runchman,Average
366,Coretta,Maginn,22,cmaginna5@reverbnation.com,INDONESIA,100,17,84,67,Coretta Maginn,Good
367,Kevon,Giggie,18,kgiggiea6@github.io,LUXEMBOURG,84,35,20,46,Kevon Giggie,Average
368,Dorri,Santus,20,dsantusa7@youtu.be,CROATIA,49,5,16,23,Dorri Santus,Poor
369,Georgeta,Aleksidze,21,galeksidzea8@people.com.cn,PORTUGAL,50,94,96,80,Georgeta Aleksidze,Excellent
370,Ursuline,Sitch,21,usitcha9@cbslocal.com,IRELAND,56,97,17,56,Ursuline Sitch,Average
371,Bert,Sember,20,bsemberaa@earthlink.net,CHINA,47,68,39,51,Bert Sember,Average
372,Veronike,Dwelley,22,vdwelleyab@wordpress.com,CHINA,36,86,77,66,Veronike Dwelley,Good
373,Linet,Fobidge,21,lfobidgeac@surveymonkey.com,BELARUS,89,22,93,68,Linet Fobidge,Good
374,Yalonda,Pamplin,19,ypamplinad@quantcast.com,CHINA,80,64,5,49,Yalonda Pamplin,Average
375,Anastasie,Wilbor,19,awilborae@drupal.org,PORTUGAL,2,10,21,11,Anastasie Wilbor,Poor
376,Byrle,Lyste,19,blysteaf@meetup.com,DOMINICAN REPUBLIC,81,46,98,75,Byrle Lyste,Good
377,Wat,Iozefovich,24,wiozefovichag@smugmug.com,BRAZIL,74,5,55,44,Wat Iozefovich,Average
378,Elisha,Lambrook,25,elambrookah@house.gov,INDONESIA,44,75,29,49,Elisha Lambrook,Average
379,Modestine,Johnys,25,mjohnysai@360.cn,CHINA,42,31,49,40,Modestine Johnys,Average
380,Gwennie,Hischke,18,ghischkeaj@bigcartel.com,PHILIPPINES,94,83,17,64,Gwennie Hischke,Good
381,Herve,Rubinchik,23,hrubinchikak@hc360.com,INDONESIA,7,85,43,45,Herve Rubinchik,Average
382,Tawnya,Waddy,18,twaddyal@last.fm,CHINA,98,80,50,76,Tawnya Waddy,Good
383,Iolanthe,Noore,24,inooream@guardian.co.uk,UKRAINE,85,78,49,70,Iolanthe Noore,Good
384,Gavra,Gatehouse,20,ggatehousean@earthlink.net,INDONESIA,48,24,34,35,Gavra Gatehouse,Poor
385,Rod,Podbury,19,rpodburyao@ucoz.com,CHINA,77,87,95,86,Rod Podbury,Excellent
386,Delainey,Dumbleton,24,ddumbletonap@dyndns.org,SOUTH AFRICA,58,12,47,39,Delainey Dumbleton,Poor
387,Miguel,Karmel,22,mkarmelaq@mapy.cz,ECUADOR,48,28,36,37,Miguel Karmel,Poor
388,Gretta,Shird,20,gshirdar@psu.edu,DOMINICAN REPUBLIC,85,60,57,67,Gretta Shird,Good
389,Babara,Franchioni,25,bfranchionias@weibo.com,ARGENTINA,40,16,7,21,Babara Franchioni,Poor
390,Norbert,Boldison,22,nboldisonat@addtoany.com,RUSSIA,15,40,89,48,Norbert Boldison,Average
391,Earlie,Luparti,25,elupartiau@hc360.com,SLOVENIA,12,96,100,69,Earlie Luparti,Good
392,Robbie,Illem,23,rillemav@discuz.net,GREECE,48,87,8,47,Robbie Illem,Average
393,Jemmie,Neem,22,jneemaw@moonfruit.com,AUSTRIA,36,78,88,67,Jemmie Neem,Good
394,Maddi,O'Callaghan,18,mocallaghanax@e-recht24.de,CANADA,15,68,93,58,Maddi O'Callaghan,Average
395,Ellary,Broske,20,ebroskeay@howstuffworks.com,INDONESIA,93,72,40,68,Ellary Broske,Good
396,Britte,Kelson,24,bkelsonaz@jiathis.com,SPAIN,14,92,70,58,Britte Kelson,Average
397,Fenelia,Ford,25,ffordb0@taobao.com,PHILIPPINES,5,60,22,29,Fenelia Ford,Poor
398,Hailee,Eskrigge,19,heskriggeb1@cbc.ca,SWEDEN,35,14,32,27,Hailee Eskrigge,Poor
399,Anstice,Juszkiewicz,19,ajuszkiewiczb2@fda.gov,PERU,32,76,78,62,Anstice Juszkiewicz,Good
400,Kelsey,Postlewhite,24,kpostlewhiteb3@flickr.com,BRAZIL,16,48,37,33,Kelsey Postlewhite,Poor
401,Lon,Kernock,25,lkernockb4@abc.net.au,POLAND,21,32,58,37,Lon Kernock,Poor
402,Fairfax,Sidden,21,fsiddenb5@paginegialle.it,CHINA,42,61,33,45,Fairfax Sidden,Average
403,Andra,Garnar,23,agarnarb6@hc360.com,JAPAN,59,71,73,67,Andra Garnar,Good
404,Taffy,Hessentaler,21,thessentalerb7@usatoday.com,LUXEMBOURG,43,93,66,67,Taffy Hessentaler,Good
405,Cherri,Lainton,23,claintonb8@theatlantic.com,COLOMBIA,53,67,79,66,Cherri Lainton,Good
406,Costanza,Januszkiewicz,19,cjanuszkiewiczb9@vkontakte.ru,MOROCCO,63,96,18,59,Costanza Januszkiewicz,Average
407,Izaak,Saxton,21,isaxtonba@dell.com,CHINA,43,30,59,44,Izaak Saxton,Average
408,Gerick,Baumadier,23,gbaumadierbb@miitbeian.gov.cn,CHINA,42,61,97,66,Gerick Baumadier,Good
409,Anitra,Poad,19,apoadbc@arstechnica.com,MADAGASCAR,50,71,8,43,Anitra Poad,Average
410,Teddi,Furmenger,20,tfurmengerbd@eventbrite.com,INDONESIA,71,49,89,69,Teddi Furmenger,Good
411,Jacintha,Rosenkrantz,24,jrosenkrantzbe@dmoz.org,CHINA,64,2,54,40,Jacintha Rosenkrantz,Average
412,Beulah,Gruszecki,18,bgruszeckibf@blogtalkradio.com,CHINA,96,23,35,51,Beulah Gruszecki,Average
413,Donnie,Gilstin,20,dgilstinbg@tinyurl.com,GUATEMALA,50,14,67,43,Donnie Gilstin,Average
414,Arabella,Scoyne,23,ascoynebh@networkadvertising.org,CHINA,47,1,17,21,Arabella Scoyne,Poor
415,Lem,Clelle,25,lclellebi@mail.ru,SLOVENIA,90,27,92,69,Lem Clelle,Good
416,Shari,Ratnege,18,sratnegebj@seesaa.net,SLOVENIA,22,76,61,53,Shari Ratnege,Average
417,Michail,Stonhard,21,mstonhardbk@freewebs.com,UNITED STATES,17,16,0,11,Michail Stonhard,Poor
418,Modesty,Berriman,23,mberrimanbl@loc.gov,CHINA,52,8,72,44,Modesty Berriman,Average
419,Sondra,Zorzini,25,szorzinibm@networkadvertising.org,FRANCE,57,38,28,41,Sondra Zorzini,Average
420,Matt,Braunfeld,24,mbraunfeldbn@cocolog-nifty.com,VENEZUELA,61,69,28,52,Matt Braunfeld,Average
421,Reese,Soame,20,rsoamebo@com.com,GERMANY,86,0,28,38,Reese Soame,Poor
422,Chevy,Sidey,22,csideybp@columbia.edu,SENEGAL,38,81,85,68,Chevy Sidey,Good
423,Monti,Mountney,19,mmountneybq@upenn.edu,COLOMBIA,12,5,19,12,Monti Mountney,Poor
424,Pen,Lemmers,19,plemmersbr@disqus.com,CHINA,78,65,24,55,Pen Lemmers,Average
425,Demetris,Maillard,21,dmaillardbs@patch.com,AUSTRALIA,1,41,43,28,Demetris Maillard,Poor
426,Sanders,Gladbeck,19,sgladbeckbt@skyrock.com,INDONESIA,96,44,32,57,Sanders Gladbeck,Average
427,Adriena,Kentish,21,akentishbu@goodreads.com,PERU,20,11,65,32,Adriena Kentish,Poor
428,Mariellen,Pitceathly,19,mpitceathlybv@t.co,INDONESIA,45,44,34,41,Mariellen Pitceathly,Average
429,Ethelind,Knevet,24,eknevetbw@cbslocal.com,ISRAEL,97,94,59,83,Ethelind Knevet,Excellent
430,Mortie,Sorrie,20,msorriebx@freewebs.com,ARGENTINA,91,83,3,59,Mortie Sorrie,Average
431,Tam,Dansken,23,tdanskenby@harvard.edu,CHINA,13,68,54,45,Tam Dansken,Average
432,Cordie,Fossett,25,cfossettbz@addthis.com,POLAND,49,10,2,20,Cordie Fossett,Poor
433,Lou,Tapley,24,ltapleyc0@163.com,ARGENTINA,49,20,86,51,Lou Tapley,Average
434,Annalee,Bolingbroke,22,abolingbrokec1@census.gov,CHINA,90,35,17,47,Annalee Bolingbroke,Average
435,Idell,Salvatore,20,isalvatorec2@state.tx.us,UNITED STATES,92,25,64,60,Idell Salvatore,Good
436,Walden,Widdowes,18,wwiddowesc3@php.net,PHILIPPINES,22,12,84,39,Walden Widdowes,Poor
437,Cletus,Dolan,20,cdolanc4@newyorker.com,GREECE,0,44,17,20,Cletus Dolan,Poor
438,Alma,Sadat,24,asadatc5@nyu.edu,CHINA,58,5,23,28,Alma Sadat,Poor
439,Corabelle,Hibling,18,chiblingc6@nifty.com,INDONESIA,2,76,78,52,Corabelle Hibling,Average
440,Vin,Pettingall,18,vpettingallc7@oracle.com,CHINA,54,88,18,53,Vin Pettingall,Average
441,Dwayne,Binnall,24,dbinnallc8@icio.us,RUSSIA,45,75,23,47,Dwayne Binnall,Average
442,Justinn,Sprigg,21,jspriggc9@google.fr,JAPAN,65,5,61,43,Justinn Sprigg,Average
443,Marshal,Bladge,25,mbladgeca@whitehouse.gov,GREECE,39,10,91,46,Marshal Bladge,Average
444,Christiano,Haszard,23,chaszardcb@smh.com.au,INDONESIA,37,40,91,56,Christiano Haszard,Average
445,Emalia,Cockling,21,ecocklingcc@cpanel.net,POLAND,80,75,1,52,Emalia Cockling,Average
446,Bealle,Mickleborough,20,bmickleboroughcd@stanford.edu,CZECH REPUBLIC,62,79,27,56,Bealle Mickleborough,Average
447,Adora,Kee,20,akeece@merriam-webster.com,CHINA,85,72,19,58,Adora Kee,Average
448,Niel,McColgan,18,nmccolgancf@ucoz.ru,RUSSIA,56,63,3,40,Niel McColgan,Average
449,Frankie,Dressel,18,fdresselcg@prlog.org,RUSSIA,24,67,57,49,Frankie Dressel,Average
450,Irene,Van Geffen,23,ivangeffench@lulu.com,PHILIPPINES,12,9,64,28,Irene Van Geffen,Poor
451,Dorette,O'Corren,19,docorrenci@smugmug.com,BRAZIL,98,14,11,41,Dorette O'Corren,Average
452,Misti,Venton,24,mventoncj@cafepress.com,SYRIA,74,41,33,49,Misti Venton,Average
453,Georgeanne,Tomasutti,20,gtomasuttick@bravesites.com,FINLAND,23,1,26,16,Georgeanne Tomasutti,Poor
454,Janos,Blanckley,22,jblanckleycl@privacy.gov.au,KAZAKHSTAN,91,0,40,43,Janos Blanckley,Average
455,Adriaens,Coventon,23,acoventoncm@guardian.co.uk,RUSSIA,97,12,48,52,Adriaens Coventon,Average
456,Kandy,Algar,23,kalgarcn@unicef.org,CHINA,37,37,45,39,Kandy Algar,Poor
457,Pansie,Rattray,23,prattrayco@forbes.com,RUSSIA,56,11,12,26,Pansie Rattray,Poor
458,Verna,Harriss,18,vharrisscp@quantcast.com,PERU,41,78,18,45,Verna Harriss,Average
459,Karisa,Brocks,23,kbrockscq@dot.gov,CHINA,94,21,15,43,Karisa Brocks,Average
460,Bobbye,Crann,20,bcranncr@rakuten.co.jp,CHINA,23,23,89,45,Bobbye Crann,Average
461,Aubrey,Beddoes,24,abeddoescs@youku.com,INDONESIA,13,29,85,42,Aubrey Beddoes,Average
462,Gretchen,Olohan,21,golohanct@kickstarter.com,PHILIPPINES,21,6,47,24,Gretchen Olohan,Poor
463,Quintin,Foxley,23,qfoxleycu@java.com,SWEDEN,92,76,6,58,Quintin Foxley,Average
464,Dolores,Sharland,19,dsharlandcv@cargocollective.com,FRANCE,55,2,93,50,Dolores Sharland,Average
465,Upton,Bardwell,21,ubardwellcw@weebly.com,MONGOLIA,34,95,5,44,Upton Bardwell,Average
466,Helen-elizabeth,Hullbrook,22,hhullbrookcx@microsoft.com,SWEDEN,54,41,15,36,Helen-elizabeth Hullbrook,Poor
467,Drusy,Sinnat,25,dsinnatcy@naver.com,VIETNAM,3,23,35,20,Drusy Sinnat,Poor
468,Ezmeralda,Cettell,22,ecettellcz@github.com,IRELAND,15,75,6,32,Ezmeralda Cettell,Poor
469,Ajay,Whapham,24,awhaphamd0@desdev.cn,INDONESIA,31,7,62,33,Ajay Whapham,Poor
470,Locke,Yurshev,24,lyurshevd1@narod.ru,SERBIA,80,13,39,44,Locke Yurshev,Average
471,Georgiana,Hachard,21,ghachardd2@unicef.org,PANAMA,72,91,97,86,Georgiana Hachard,Excellent
472,Darci,Enderwick,22,denderwickd3@kickstarter.com,MONGOLIA,90,98,67,85,Darci Enderwick,Excellent
473,Jamie,Ghest,20,jghestd4@va.gov,PORTUGAL,79,23,65,55,Jamie Ghest,Average
474,Levi,Brayford,23,lbrayfordd5@ucoz.ru,SWEDEN,61,46,69,58,Levi Brayford,Average
475,Nataniel,Tungay,20,ntungayd6@uol.com.br,POLAND,52,16,45,37,Nataniel Tungay,Poor
476,Hendrik,Bowling,19,hbowlingd7@ibm.com,LATVIA,69,20,41,43,Hendrik Bowling,Average
477,Alfreda,Crabbe,22,acrabbed8@cbc.ca,PERU,90,2,78,56,Alfreda Crabbe,Average
478,Rozalin,Alltimes,24,ralltimesd9@whitehouse.gov,GUATEMALA,72,31,74,59,Rozalin Alltimes,Average
479,Avrom,Payne,19,apayneda@moonfruit.com,CZECH REPUBLIC,51,99,99,83,Avrom Payne,Excellent
480,Kile,Geare,22,kgearedb@hibu.com,MALTA,31,35,24,30,Kile Geare,Poor
481,Gregg,Teulier,19,gteulierdc@scribd.com,COLOMBIA,57,21,23,33,Gregg Teulier,Poor
482,Margret,MacKellar,23,mmackellardd@networkadvertising.org,CHILE,25,61,66,50,Margret MacKellar,Average
483,Joshuah,De Hooch,22,jdehoochde@opensource.org,CANADA,30,100,96,75,Joshuah De Hooch,Good
484,Beret,Noell,22,bnoelldf@gnu.org,UNITED STATES,54,24,67,48,Beret Noell,Average
485,Linoel,Filintsev,22,lfilintsevdg@princeton.edu,RUSSIA,5,85,26,38,Linoel Filintsev,Poor
486,Cristabel,Izzett,18,cizzettdh@go.com,INDONESIA,90,76,7,57,Cristabel Izzett,Average
487,Norby,Roxby,23,nroxbydi@pinterest.com,SPAIN,29,30,67,42,Norby Roxby,Average
488,Minda,Daintith,20,mdaintithdj@berkeley.edu,INDONESIA,12,2,22,12,Minda Daintith,Poor
489,Jerrilyn,Redhole,19,jredholedk@cnet.com,MALAYSIA,81,100,68,83,Jerrilyn Redhole,Excellent
490,Janey,Brinkman,19,jbrinkmandl@ebay.co.uk,CHINA,80,60,37,59,Janey Brinkman,Average
491,Gipsy,Borzone,18,gborzonedm@prnewswire.com,CHINA,1,51,50,34,Gipsy Borzone,Poor
492,Christyna,Bachelar,19,cbachelardn@cafepress.com,HAITI,11,18,98,42,Christyna Bachelar,Average
493,Tomi,Foot,18,tfootdo@sphinn.com,BRAZIL,22,28,22,24,Tomi Foot,Poor
494,Cozmo,Rolland,20,crollanddp@seesaa.net,ISRAEL,56,12,39,35,Cozmo Rolland,Poor
495,Goran,Pizey,24,gpizeydq@ted.com,PORTUGAL,55,72,13,46,Goran Pizey,Average
496,Bard,Gatheridge,21,bgatheridgedr@apple.com,SWEDEN,32,89,38,53,Bard Gatheridge,Average
497,Aleda,Whittier,22,awhittierds@yolasite.com,CHINA,75,7,89,57,Aleda Whittier,Average
498,Kassie,Boseley,24,kboseleydt@diigo.com,PORTUGAL,70,97,66,77,Kassie Boseley,Good
