student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,Final_score,Total_Marks,Average_Marks
284,Margaretta,Lissemore,22,mlissemore7v@youtube.com,China,9,96,89,64,194,64.66666666666667
285,Stanislaus,Bennison,19,sbennison7w@ocn.ne.jp,Philippines,96,71,12,59,179,59.666666666666664
286,Lil,Crips,21,lcrips7x@vistaprint.com,Colombia,18,3,64,28,85,28.333333333333332
287,Andreana,Beale,23,abeale7y@free.fr,Indonesia,72,5,35,37,112,37.333333333333336
288,Grata,Garnett,23,ggarnett7z@about.me,Argentina,16,49,48,37,113,37.666666666666664
289,Josephina,Grayshan,20,jgrayshan80@home.pl,Philippines,69,92,11,57,172,57.333333333333336
290,Casar,Chantillon,20,cchantillon81@privacy.gov.au,Sweden,84,47,34,55,165,55.0
291,Lucilia,Le-Good,23,llegood82@hao123.com,Albania,0,3,95,32,98,32.666666666666664
292,Ardine,Benoit,22,abenoit83@wikia.com,Colombia,59,45,86,63,190,63.333333333333336
293,Marylou,Antosik,21,mantosik84@admin.ch,Ukraine,61,25,18,34,104,34.666666666666664
294,Bron,Simmank,24,bsimmank85@state.gov,Ukraine,38,37,98,57,173,57.666666666666664
295,Timotheus,Florio,21,tflorio86@google.com.au,Brazil,53,8,27,29,88,29.333333333333332
296,Ty,Merrall,19,tmerrall87@ucoz.com,France,36,86,46,56,168,56.0
297,Jobi,Philpot,19,jphilpot88@opera.com,Croatia,60,39,4,34,103,34.333333333333336
298,Giulio,Endon,20,gendon89@posterous.com,Poland,31,24,44,33,99,33.0
299,Alma,Collopy,24,acollopy8a@smh.com.au,Indonesia,7,69,67,47,143,47.666666666666664
300,Doroteya,Jantet,19,djantet8b@answers.com,Israel,79,1,100,60,180,60.0
301,Benyamin,Troup,24,btroup8c@disqus.com,France,27,46,80,51,153,51.0
302,Babara,Beldon,18,bbeldon8d@elegantthemes.com,United States,38,13,38,29,89,29.666666666666668
303,Moyra,Wagen,23,mwagen8e@plala.or.jp,Portugal,64,14,45,41,123,41.0
304,Gleda,Scorton,24,gscorton8f@reuters.com,Spain,98,14,88,66,200,66.66666666666667
305,Fritz,Tupp,24,ftupp8g@etsy.com,France,82,25,97,68,204,68.0
306,Camila,Scotter,24,cscotter8h@sitemeter.com,Japan,94,90,6,63,190,63.333333333333336
307,Ciel,Fippe,22,cfippe8i@nasa.gov,Indonesia,84,24,5,37,113,37.666666666666664
308,Jeramie,Parriss,25,jparriss8j@exblog.jp,China,49,4,50,34,103,34.333333333333336
309,Giuditta,Havik,22,ghavik8k@google.com.au,Albania,34,54,83,57,171,57.0
310,Kylen,Dean,24,kdean8l@businessweek.com,Japan,15,57,2,24,74,24.666666666666668
311,Benoit,Calderonello,25,bcalderonello8m@discuz.net,China,89,33,21,47,143,47.666666666666664
312,Samara,Hemphall,19,shemphall8n@epa.gov,Philippines,58,0,61,39,119,39.666666666666664
313,Engelbert,Turney,19,eturney8o@ted.com,Mexico,51,86,84,73,221,73.66666666666667
314,Donaugh,Anstice,23,danstice8p@hhs.gov,China,54,19,58,43,131,43.666666666666664
315,Cole,Deverick,18,cdeverick8q@washingtonpost.com,Dominican Republic,37,38,42,39,117,39.0
316,Peria,Stoves,22,pstoves8r@unicef.org,Costa Rica,32,72,33,45,137,45.666666666666664
317,Meryl,Klugel,20,mklugel8s@ebay.co.uk,China,82,1,19,34,102,34.0
318,Dewain,Siehard,22,dsiehard8t@irs.gov,China,10,89,16,38,115,38.333333333333336
319,Marianne,Mulbry,19,mmulbry8u@exblog.jp,Chile,37,42,43,40,122,40.666666666666664
320,Babbie,Laydel,22,blaydel8v@utexas.edu,Poland,87,35,22,48,144,48.0
321,Desiree,Hamlett,22,dhamlett8w@chron.com,Ethiopia,21,74,85,60,180,60.0
322,Annadiane,Antonov,18,aantonov8x@globo.com,Indonesia,26,17,46,29,89,29.666666666666668
323,Stanford,Greader,23,sgreader8y@skype.com,China,36,87,25,49,148,49.333333333333336
324,Jerrie,Rackstraw,23,jrackstraw8z@bluehost.com,Brazil,70,61,63,64,194,64.66666666666667
325,Byrom,Verheijden,21,bverheijden90@bandcamp.com,Poland,40,28,48,38,116,38.666666666666664
326,Nikolai,Headingham,21,nheadingham91@imdb.com,Poland,14,67,30,37,111,37.0
327,Minerva,McKenney,22,mmckenney92@example.com,Sweden,11,62,31,34,104,34.666666666666664
328,Isabelle,Johnsson,25,ijohnsson93@typepad.com,Russia,8,7,57,24,72,24.0
329,Braden,Newcomen,24,bnewcomen94@soundcloud.com,Brazil,60,72,35,55,167,55.666666666666664
330,Willie,Kilpatrick,22,wkilpatrick95@hp.com,Portugal,9,3,78,30,90,30.0
331,Nettie,Sparsholt,25,nsparsholt96@printfriendly.com,Czech Republic,76,87,59,74,222,74.0
332,Olympe,Hartill,22,ohartill97@vistaprint.com,Portugal,71,91,87,83,249,83.0
333,Lorrie,Dace,25,ldace98@netlog.com,Serbia,49,100,74,74,223,74.33333333333333
334,Antonetta,Atkins,23,aatkins99@xing.com,Ukraine,67,3,82,50,152,50.666666666666664
335,Mandel,Whyte,23,mwhyte9a@blogspot.com,Mauritius,11,49,69,43,129,43.0
336,Inger,Twiddell,18,itwiddell9b@tumblr.com,France,9,9,89,35,107,35.666666666666664
337,Dede,Melmar,23,dmelmar9c@yellowbook.com,Mexico,98,10,78,62,186,62.0
338,Ebenezer,Isakovitch,23,eisakovitch9d@ucoz.com,Colombia,34,43,15,30,92,30.666666666666668
339,Zuzana,Meek,21,zmeek9e@earthlink.net,Georgia,64,91,26,60,181,60.333333333333336
340,Kelly,Roseby,20,kroseby9f@tamu.edu,Peru,68,36,66,56,170,56.666666666666664
341,Rachele,Ianitti,25,rianitti9g@europa.eu,Philippines,89,47,89,75,225,75.0
342,Rodrique,Madgewick,20,rmadgewick9h@woothemes.com,Philippines,69,44,92,68,205,68.33333333333333
343,Helsa,Cockill,21,hcockill9i@opera.com,Venezuela,98,58,6,54,162,54.0
344,Locke,Bruhnke,18,lbruhnke9j@lulu.com,Peru,4,73,85,54,162,54.0
345,Ambrose,Temprell,18,atemprell9k@ezinearticles.com,Poland,37,10,72,39,119,39.666666666666664
346,Iseabal,Bendall,23,ibendall9l@usgs.gov,China,22,76,5,34,103,34.333333333333336
347,Halsey,Sanham,25,hsanham9m@blogs.com,United States,96,36,4,45,136,45.333333333333336
348,Julianne,Garfit,19,jgarfit9n@bbc.co.uk,Estonia,31,13,81,41,125,41.666666666666664
349,Cecil,Abberley,20,cabberley9o@e-recht24.de,Portugal,22,65,42,43,129,43.0
350,Martica,Davidi,19,mdavidi9p@google.com.hk,China,82,56,99,79,237,79.0
351,Caterina,Harriott,19,charriott9q@google.de,Peru,23,91,35,49,149,49.666666666666664
352,Shana,Winsbury,22,swinsbury9r@nps.gov,China,82,7,58,49,147,49.0
353,Saunderson,McNess,19,smcness9s@cpanel.net,Ukraine,99,53,57,69,209,69.66666666666667
354,Nickolai,Thurber,19,nthurber9t@amazon.co.jp,Philippines,32,27,58,39,117,39.0
355,Patsy,Saich,22,psaich9u@zimbio.com,Russia,74,68,31,57,173,57.666666666666664
356,Jasun,Lascell,25,jlascell9v@geocities.jp,Spain,5,80,49,44,134,44.666666666666664
357,Lilia,Wilne,22,lwilne9w@com.com,Bangladesh,13,48,81,47,142,47.333333333333336
358,Jilly,Caddock,18,jcaddock9x@sohu.com,Thailand,99,23,15,45,137,45.666666666666664
359,Manolo,Benz,21,mbenz9y@skype.com,China,61,59,76,65,196,65.33333333333333
360,Holli,Schonfeld,23,hschonfeld9z@reddit.com,China,47,45,69,53,161,53.666666666666664
361,Golda,Flather,23,gflathera0@xing.com,Indonesia,18,75,71,54,164,54.666666666666664
362,Carline,Bremmell,23,cbremmella1@admin.ch,France,63,32,38,44,133,44.333333333333336
363,Bibbie,Saffer,23,bsaffera2@icio.us,China,65,9,27,33,101,33.666666666666664
364,Fredi,Shailer,22,fshailera3@cdc.gov,Portugal,4,2,71,25,77,25.666666666666668
365,Nikolaos,Runchman,24,nrunchmana4@mapy.cz,Portugal,89,55,21,55,165,55.0
366,Coretta,Maginn,22,cmaginna5@reverbnation.com,Indonesia,100,17,84,67,201,67.0
367,Kevon,Giggie,18,kgiggiea6@github.io,Luxembourg,84,35,20,46,139,46.333333333333336
368,Dorri,Santus,20,dsantusa7@youtu.be,Croatia,49,5,16,23,70,23.333333333333332
369,Georgeta,Aleksidze,21,galeksidzea8@people.com.cn,Portugal,50,94,96,80,240,80.0
370,Ursuline,Sitch,21,usitcha9@cbslocal.com,Ireland,56,97,17,56,170,56.666666666666664
371,Bert,Sember,20,bsemberaa@earthlink.net,China,47,68,39,51,154,51.333333333333336
372,Veronike,Dwelley,22,vdwelleyab@wordpress.com,China,36,86,77,66,199,66.33333333333333
373,Linet,Fobidge,21,lfobidgeac@surveymonkey.com,Belarus,89,22,93,68,204,68.0
374,Yalonda,Pamplin,19,ypamplinad@quantcast.com,China,80,64,5,49,149,49.666666666666664
375,Anastasie,Wilbor,19,awilborae@drupal.org,Portugal,2,10,21,11,33,11.0
376,Byrle,Lyste,19,blysteaf@meetup.com,Dominican Republic,81,46,98,75,225,75.0
377,Wat,Iozefovich,24,wiozefovichag@smugmug.com,Brazil,74,5,55,44,134,44.666666666666664
378,Elisha,Lambrook,25,elambrookah@house.gov,Indonesia,44,75,29,49,148,49.333333333333336
379,Modestine,Johnys,25,mjohnysai@360.cn,China,42,31,49,40,122,40.666666666666664
380,Gwennie,Hischke,18,ghischkeaj@bigcartel.com,Philippines,94,83,17,64,194,64.66666666666667
381,Herve,Rubinchik,23,hrubinchikak@hc360.com,Indonesia,7,85,43,45,135,45.0
382,Tawnya,Waddy,18,twaddyal@last.fm,China,98,80,50,76,228,76.0
383,Iolanthe,Noore,24,inooream@guardian.co.uk,Ukraine,85,78,49,70,212,70.66666666666667
384,Gavra,Gatehouse,20,ggatehousean@earthlink.net,Indonesia,48,24,34,35,106,35.333333333333336
385,Rod,Podbury,19,rpodburyao@ucoz.com,China,77,87,95,86,259,86.33333333333333
386,Delainey,Dumbleton,24,ddumbletonap@dyndns.org,South Africa,58,12,47,39,117,39.0
387,Miguel,Karmel,22,mkarmelaq@mapy.cz,Ecuador,48,28,36,37,112,37.333333333333336
388,Gretta,Shird,20,gshirdar@psu.edu,Dominican Republic,85,60,57,67,202,67.33333333333333
389,Babara,Franchioni,25,bfranchionias@weibo.com,Argentina,40,16,7,21,63,21.0
390,Norbert,Boldison,22,nboldisonat@addtoany.com,Russia,15,40,89,48,144,48.0
391,Earlie,Luparti,25,elupartiau@hc360.com,Slovenia,12,96,100,69,208,69.33333333333333
392,Robbie,Illem,23,rillemav@discuz.net,Greece,48,87,8,47,143,47.666666666666664
393,Jemmie,Neem,22,jneemaw@moonfruit.com,Austria,36,78,88,67,202,67.33333333333333
394,Maddi,O'Callaghan,18,mocallaghanax@e-recht24.de,Canada,15,68,93,58,176,58.666666666666664
395,Ellary,Broske,20,ebroskeay@howstuffworks.com,Indonesia,93,72,40,68,205,68.33333333333333
396,Britte,Kelson,24,bkelsonaz@jiathis.com,Spain,14,92,70,58,176,58.666666666666664
397,Fenelia,Ford,25,ffordb0@taobao.com,Philippines,5,60,22,29,87,29.0
398,Hailee,Eskrigge,19,heskriggeb1@cbc.ca,Sweden,35,14,32,27,81,27.0
399,Anstice,Juszkiewicz,19,ajuszkiewiczb2@fda.gov,Peru,32,76,78,62,186,62.0
400,Kelsey,Postlewhite,24,kpostlewhiteb3@flickr.com,Brazil,16,48,37,33,101,33.666666666666664
401,Lon,Kernock,25,lkernockb4@abc.net.au,Poland,21,32,58,37,111,37.0
402,Fairfax,Sidden,21,fsiddenb5@paginegialle.it,China,42,61,33,45,136,45.333333333333336
403,Andra,Garnar,23,agarnarb6@hc360.com,Japan,59,71,73,67,203,67.66666666666667
404,Taffy,Hessentaler,21,thessentalerb7@usatoday.com,Luxembourg,43,93,66,67,202,67.33333333333333
405,Cherri,Lainton,23,claintonb8@theatlantic.com,Colombia,53,67,79,66,199,66.33333333333333
406,Costanza,Januszkiewicz,19,cjanuszkiewiczb9@vkontakte.ru,Morocco,63,96,18,59,177,59.0
407,Izaak,Saxton,21,isaxtonba@dell.com,China,43,30,59,44,132,44.0
408,Gerick,Baumadier,23,gbaumadierbb@miitbeian.gov.cn,China,42,61,97,66,200,66.66666666666667
409,Anitra,Poad,19,apoadbc@arstechnica.com,Madagascar,50,71,8,43,129,43.0
410,Teddi,Furmenger,20,tfurmengerbd@eventbrite.com,Indonesia,71,49,89,69,209,69.66666666666667
411,Jacintha,Rosenkrantz,24,jrosenkrantzbe@dmoz.org,China,64,2,54,40,120,40.0
412,Beulah,Gruszecki,18,bgruszeckibf@blogtalkradio.com,China,96,23,35,51,154,51.333333333333336
413,Donnie,Gilstin,20,dgilstinbg@tinyurl.com,Guatemala,50,14,67,43,131,43.666666666666664
414,Arabella,Scoyne,23,ascoynebh@networkadvertising.org,China,47,1,17,21,65,21.666666666666668
415,Lem,Clelle,25,lclellebi@mail.ru,Slovenia,90,27,92,69,209,69.66666666666667
416,Shari,Ratnege,18,sratnegebj@seesaa.net,Slovenia,22,76,61,53,159,53.0
417,Michail,Stonhard,21,mstonhardbk@freewebs.com,United States,17,16,0,11,33,11.0
418,Modesty,Berriman,23,mberrimanbl@loc.gov,China,52,8,72,44,132,44.0
419,Sondra,Zorzini,25,szorzinibm@networkadvertising.org,France,57,38,28,41,123,41.0
420,Matt,Braunfeld,24,mbraunfeldbn@cocolog-nifty.com,Venezuela,61,69,28,52,158,52.666666666666664
421,Reese,Soame,20,rsoamebo@com.com,Germany,86,0,28,38,114,38.0
422,Chevy,Sidey,22,csideybp@columbia.edu,Senegal,38,81,85,68,204,68.0
423,Monti,Mountney,19,mmountneybq@upenn.edu,Colombia,12,5,19,12,36,12.0
424,Pen,Lemmers,19,plemmersbr@disqus.com,China,78,65,24,55,167,55.666666666666664
425,Demetris,Maillard,21,dmaillardbs@patch.com,Australia,1,41,43,28,85,28.333333333333332
426,Sanders,Gladbeck,19,sgladbeckbt@skyrock.com,Indonesia,96,44,32,57,172,57.333333333333336
427,Adriena,Kentish,21,akentishbu@goodreads.com,Peru,20,11,65,32,96,32.0
428,Mariellen,Pitceathly,19,mpitceathlybv@t.co,Indonesia,45,44,34,41,123,41.0
429,Ethelind,Knevet,24,eknevetbw@cbslocal.com,Israel,97,94,59,83,250,83.33333333333333
430,Mortie,Sorrie,20,msorriebx@freewebs.com,Argentina,91,83,3,59,177,59.0
431,Tam,Dansken,23,tdanskenby@harvard.edu,China,13,68,54,45,135,45.0
432,Cordie,Fossett,25,cfossettbz@addthis.com,Poland,49,10,2,20,61,20.333333333333332
433,Lou,Tapley,24,ltapleyc0@163.com,Argentina,49,20,86,51,155,51.666666666666664
434,Annalee,Bolingbroke,22,abolingbrokec1@census.gov,China,90,35,17,47,142,47.333333333333336
435,Idell,Salvatore,20,isalvatorec2@state.tx.us,United States,92,25,64,60,181,60.333333333333336
436,Walden,Widdowes,18,wwiddowesc3@php.net,Philippines,22,12,84,39,118,39.333333333333336
437,Cletus,Dolan,20,cdolanc4@newyorker.com,Greece,0,44,17,20,61,20.333333333333332
438,Alma,Sadat,24,asadatc5@nyu.edu,China,58,5,23,28,86,28.666666666666668
439,Corabelle,Hibling,18,chiblingc6@nifty.com,Indonesia,2,76,78,52,156,52.0
440,Vin,Pettingall,18,vpettingallc7@oracle.com,China,54,88,18,53,160,53.333333333333336
441,Dwayne,Binnall,24,dbinnallc8@icio.us,Russia,45,75,23,47,143,47.666666666666664
442,Justinn,Sprigg,21,jspriggc9@google.fr,Japan,65,5,61,43,131,43.666666666666664
443,Marshal,Bladge,25,mbladgeca@whitehouse.gov,Greece,39,10,91,46,140,46.666666666666664
444,Christiano,Haszard,23,chaszardcb@smh.com.au,Indonesia,37,40,91,56,168,56.0
445,Emalia,Cockling,21,ecocklingcc@cpanel.net,Poland,80,75,1,52,156,52.0
446,Bealle,Mickleborough,20,bmickleboroughcd@stanford.edu,Czech Republic,62,79,27,56,168,56.0
447,Adora,Kee,20,akeece@merriam-webster.com,China,85,72,19,58,176,58.666666666666664
448,Niel,McColgan,18,nmccolgancf@ucoz.ru,Russia,56,63,3,40,122,40.666666666666664
449,Frankie,Dressel,18,fdresselcg@prlog.org,Russia,24,67,57,49,148,49.333333333333336
450,Irene,Van Geffen,23,ivangeffench@lulu.com,Philippines,12,9,64,28,85,28.333333333333332
451,Dorette,O'Corren,19,docorrenci@smugmug.com,Brazil,98,14,11,41,123,41.0
452,Misti,Venton,24,mventoncj@cafepress.com,Syria,74,41,33,49,148,49.333333333333336
453,Georgeanne,Tomasutti,20,gtomasuttick@bravesites.com,Finland,23,1,26,16,50,16.666666666666668
454,Janos,Blanckley,22,jblanckleycl@privacy.gov.au,Kazakhstan,91,0,40,43,131,43.666666666666664
455,Adriaens,Coventon,23,acoventoncm@guardian.co.uk,Russia,97,12,48,52,157,52.333333333333336
456,Kandy,Algar,23,kalgarcn@unicef.org,China,37,37,45,39,119,39.666666666666664
457,Pansie,Rattray,23,prattrayco@forbes.com,Russia,56,11,12,26,79,26.333333333333332
458,Verna,Harriss,18,vharrisscp@quantcast.com,Peru,41,78,18,45,137,45.666666666666664
459,Karisa,Brocks,23,kbrockscq@dot.gov,China,94,21,15,43,130,43.333333333333336
460,Bobbye,Crann,20,bcranncr@rakuten.co.jp,China,23,23,89,45,135,45.0
461,Aubrey,Beddoes,24,abeddoescs@youku.com,Indonesia,13,29,85,42,127,42.333333333333336
462,Gretchen,Olohan,21,golohanct@kickstarter.com,Philippines,21,6,47,24,74,24.666666666666668
463,Quintin,Foxley,23,qfoxleycu@java.com,Sweden,92,76,6,58,174,58.0
464,Dolores,Sharland,19,dsharlandcv@cargocollective.com,France,55,2,93,50,150,50.0
465,Upton,Bardwell,21,ubardwellcw@weebly.com,Mongolia,34,95,5,44,134,44.666666666666664
466,Helen-elizabeth,Hullbrook,22,hhullbrookcx@microsoft.com,Sweden,54,41,15,36,110,36.666666666666664
467,Drusy,Sinnat,25,dsinnatcy@naver.com,Vietnam,3,23,35,20,61,20.333333333333332
468,Ezmeralda,Cettell,22,ecettellcz@github.com,Ireland,15,75,6,32,96,32.0
469,Ajay,Whapham,24,awhaphamd0@desdev.cn,Indonesia,31,7,62,33,100,33.333333333333336
470,Locke,Yurshev,24,lyurshevd1@narod.ru,Serbia,80,13,39,44,132,44.0
471,Georgiana,Hachard,21,ghachardd2@unicef.org,Panama,72,91,97,86,260,86.66666666666667
472,Darci,Enderwick,22,denderwickd3@kickstarter.com,Mongolia,90,98,67,85,255,85.0
473,Jamie,Ghest,20,jghestd4@va.gov,Portugal,79,23,65,55,167,55.666666666666664
474,Levi,Brayford,23,lbrayfordd5@ucoz.ru,Sweden,61,46,69,58,176,58.666666666666664
475,Nataniel,Tungay,20,ntungayd6@uol.com.br,Poland,52,16,45,37,113,37.666666666666664
476,Hendrik,Bowling,19,hbowlingd7@ibm.com,Latvia,69,20,41,43,130,43.333333333333336
477,Alfreda,Crabbe,22,acrabbed8@cbc.ca,Peru,90,2,78,56,170,56.666666666666664
478,Rozalin,Alltimes,24,ralltimesd9@whitehouse.gov,Guatemala,72,31,74,59,177,59.0
479,Avrom,Payne,19,apayneda@moonfruit.com,Czech Republic,51,99,99,83,249,83.0
480,Kile,Geare,22,kgearedb@hibu.com,Malta,31,35,24,30,90,30.0
481,Gregg,Teulier,19,gteulierdc@scribd.com,Colombia,57,21,23,33,101,33.666666666666664
482,Margret,MacKellar,23,mmackellardd@networkadvertising.org,Chile,25,61,66,50,152,50.666666666666664
483,Joshuah,De Hooch,22,jdehoochde@opensource.org,Canada,30,100,96,75,226,75.33333333333333
484,Beret,Noell,22,bnoelldf@gnu.org,United States,54,24,67,48,145,48.333333333333336
485,Linoel,Filintsev,22,lfilintsevdg@princeton.edu,Russia,5,85,26,38,116,38.666666666666664
486,Cristabel,Izzett,18,cizzettdh@go.com,Indonesia,90,76,7,57,173,57.666666666666664
487,Norby,Roxby,23,nroxbydi@pinterest.com,Spain,29,30,67,42,126,42.0
488,Minda,Daintith,20,mdaintithdj@berkeley.edu,Indonesia,12,2,22,12,36,12.0
489,Jerrilyn,Redhole,19,jredholedk@cnet.com,Malaysia,81,100,68,83,249,83.0
490,Janey,Brinkman,19,jbrinkmandl@ebay.co.uk,China,80,60,37,59,177,59.0
491,Gipsy,Borzone,18,gborzonedm@prnewswire.com,China,1,51,50,34,102,34.0
492,Christyna,Bachelar,19,cbachelardn@cafepress.com,Haiti,11,18,98,42,127,42.333333333333336
493,Tomi,Foot,18,tfootdo@sphinn.com,Brazil,22,28,22,24,72,24.0
494,Cozmo,Rolland,20,crollanddp@seesaa.net,Israel,56,12,39,35,107,35.666666666666664
495,Goran,Pizey,24,gpizeydq@ted.com,Portugal,55,72,13,46,140,46.666666666666664
496,Bard,Gatheridge,21,bgatheridgedr@apple.com,Sweden,32,89,38,53,159,53.0
497,Aleda,Whittier,22,awhittierds@yolasite.com,China,75,7,89,57,171,57.0
498,Kassie,Boseley,24,kboseleydt@diigo.com,Portugal,70,97,66,77,233,77.66666666666667
499,Lemmie,Cudby,18,lcudbydu@mysql.com,Indonesia,78,88,68,78,234,78.0
500,Humfried,Axelby,20,haxelbydv@virginia.edu,Mexico,42,63,46,50,151,50.333333333333336
501,Roth,Arcase,24,rarcasedw@livejournal.com,China,23,96,92,70,211,70.33333333333333
502,Mirelle,Dutteridge,25,mdutteridgedx@meetup.com,China,48,59,8,38,115,38.333333333333336
503,Leeann,Gruszczak,24,lgruszczakdy@twitter.com,France,81,39,16,45,136,45.333333333333336
504,Arabele,Malins,23,amalinsdz@hubpages.com,China,45,58,24,42,127,42.333333333333336
505,Erastus,Lydiatt,25,elydiatte0@istockphoto.com,Ukraine,44,52,17,37,113,37.666666666666664
506,Clementine,Poulden,25,cpouldene1@shutterfly.com,Sweden,61,92,47,66,200,66.66666666666667
507,Fanni,Yu,21,fyue2@businesswire.com,Philippines,92,52,58,67,202,67.33333333333333
508,Conny,Tidcombe,23,ctidcombee3@de.vu,Indonesia,58,84,69,70,211,70.33333333333333
509,Frans,Shoute,25,fshoutee4@nyu.edu,Indonesia,21,22,92,45,135,45.0
510,Moss,Boylund,19,mboylunde5@sphinn.com,Bulgaria,54,96,52,67,202,67.33333333333333
511,Syd,Linscott,18,slinscotte6@cbsnews.com,Russia,26,10,29,21,65,21.666666666666668
512,Karon,Mendenhall,19,kmendenhalle7@angelfire.com,Honduras,55,78,44,59,177,59.0
513,Nicky,Medlen,21,nmedlene8@lycos.com,Indonesia,44,31,72,49,147,49.0
514,Gabby,Widger,23,gwidgere9@bloglines.com,Iran,24,59,75,52,158,52.666666666666664
515,Jessika,Cowmeadow,22,jcowmeadowea@smugmug.com,Ukraine,7,64,30,33,101,33.666666666666664
516,Constantin,Frisdick,20,cfrisdickeb@ca.gov,Canada,71,2,69,47,142,47.333333333333336
517,Forester,Wooles,21,fwoolesec@mozilla.org,Venezuela,60,25,39,41,124,41.333333333333336
518,Grantham,Garrould,25,ggarroulded@g.co,Philippines,12,79,4,31,95,31.666666666666668
519,Carina,Jarvie,25,cjarvieee@cnet.com,Micronesia,53,100,36,63,189,63.0
520,Dyna,Margrett,18,dmargrettef@freewebs.com,Brazil,55,46,86,62,187,62.333333333333336
521,Murdoch,Piesing,24,mpiesingeg@uol.com.br,Ukraine,50,98,7,51,155,51.666666666666664
522,Camile,Beldom,24,cbeldomeh@deliciousdays.com,Russia,84,75,74,77,233,77.66666666666667
523,Boyce,Spandley,25,bspandleyei@phoca.cz,South Africa,32,99,7,46,138,46.0
524,Natty,Tole,25,ntoleej@diigo.com,China,57,16,35,36,108,36.0
525,Nelie,Kordova,20,nkordovaek@ucsd.edu,Peru,87,45,52,61,184,61.333333333333336
526,Brucie,Peddie,19,bpeddieel@technorati.com,Dominican Republic,42,74,63,59,179,59.666666666666664
527,Bearnard,Telford,18,btelfordem@soundcloud.com,Russia,24,49,94,55,167,55.666666666666664
528,Mariam,Braybrook,19,mbraybrooken@amazon.com,China,17,40,69,42,126,42.0
529,Blisse,Ventum,21,bventumeo@clickbank.net,China,85,52,43,60,180,60.0
530,Arvy,McGirr,18,amcgirrep@hatena.ne.jp,Denmark,73,24,55,50,152,50.666666666666664
531,Garnette,St Leger,25,gstlegereq@furl.net,China,78,98,88,88,264,88.0
532,Heriberto,Garr,23,hgarrer@altervista.org,Indonesia,38,29,62,43,129,43.0
533,Jobey,Pilipets,20,jpilipetses@intel.com,Russia,3,87,47,45,137,45.666666666666664
534,Scotti,Cuttles,18,scuttleset@google.co.jp,China,30,36,43,36,109,36.333333333333336
535,Junette,Lulham,23,jlulhameu@nbcnews.com,Nicaragua,52,5,43,33,100,33.333333333333336
536,Carny,Letford,20,cletfordev@canalblog.com,Brazil,28,31,65,41,124,41.333333333333336
537,Rori,Sparry,20,rsparryew@illinois.edu,China,59,58,91,69,208,69.33333333333333
538,Donny,Duggan,18,ddugganex@yahoo.com,Indonesia,5,90,52,49,147,49.0
539,Thea,Hegel,21,thegeley@is.gd,Vietnam,29,90,29,49,148,49.333333333333336
540,Jackelyn,Lovejoy,20,jlovejoyez@irs.gov,United States,18,11,83,37,112,37.333333333333336
541,Brice,Kellett,21,bkellettf0@clickbank.net,China,36,15,20,23,71,23.666666666666668
542,Pebrook,Keyse,22,pkeysef1@vistaprint.com,China,37,16,99,50,152,50.666666666666664
543,Gabie,Lavington,23,glavingtonf2@webmd.com,Cameroon,74,47,25,48,146,48.666666666666664
544,Grayce,Boshere,25,gbosheref3@desdev.cn,China,60,98,37,65,195,65.0
545,Jarrad,Kerwin,20,jkerwinf4@amazonaws.com,Macedonia,61,59,39,53,159,53.0
546,Jock,Richford,21,jrichfordf5@nifty.com,Indonesia,27,26,2,18,55,18.333333333333332
547,Estrella,Molfino,21,emolfinof6@jalbum.net,France,89,84,39,70,212,70.66666666666667
548,Tanney,Bunkle,23,tbunklef7@flickr.com,Greece,22,83,85,63,190,63.333333333333336
549,Jody,Hartas,19,jhartasf8@woothemes.com,Armenia,89,39,92,73,220,73.33333333333333
550,Archer,Vinker,22,avinkerf9@ucla.edu,China,46,94,84,74,224,74.66666666666667
551,Northrup,Bonellie,19,nbonelliefa@google.de,Slovenia,0,98,51,49,149,49.666666666666664
552,Dinnie,Camp,22,dcampfb@imdb.com,Portugal,80,51,13,48,144,48.0
553,Verne,Scraney,20,vscraneyfc@yahoo.com,China,59,79,51,63,189,63.0
554,Carlen,Cardon,25,ccardonfd@creativecommons.org,Nigeria,22,59,63,48,144,48.0
555,Marlow,O'Rudden,20,moruddenfe@reference.com,Portugal,23,86,34,47,143,47.666666666666664
556,Ingamar,Creedland,18,icreedlandff@unicef.org,China,36,91,37,54,164,54.666666666666664
557,Brockie,Gleaves,23,bgleavesfg@thetimes.co.uk,Canada,84,79,84,82,247,82.33333333333333
558,Raphaela,Hing,18,rhingfh@clickbank.net,Mongolia,71,72,86,76,229,76.33333333333333
559,Kristine,Ell,24,kellfi@independent.co.uk,Brazil,99,67,27,64,193,64.33333333333333
560,Garrard,Lidell,23,glidellfj@bigcartel.com,China,3,49,49,33,101,33.666666666666664
561,Dalt,Innot,19,dinnotfk@statcounter.com,Brazil,91,21,6,39,118,39.333333333333336
562,Wain,Borleace,18,wborleacefl@de.vu,Philippines,72,44,38,51,154,51.333333333333336
563,Gery,Blucher,21,gblucherfm@whitehouse.gov,Indonesia,21,51,42,38,114,38.0
564,Phaidra,Drynan,18,pdrynanfn@seesaa.net,Ukraine,72,21,93,62,186,62.0
565,Pietra,Pontefract,23,ppontefractfo@1und1.de,Jordan,22,51,65,46,138,46.0
